episode:7520, reward: -100, mean reward: 8.36, score: 835.6840581809425, epsilon: 0.0500003489447409, total steps: 441176
episode:7748, reward: -11.587040260557005, mean reward: -5.97, score: -208.83675138217873, epsilon: 0.050000239682126885, total steps: 452444
episode:7749, reward: -12.467898409211783, mean reward: -2.68, score: -211.41430950905757, epsilon: 0.05000023905179425, total steps: 452523
episode:7750, reward: -100, mean reward: -3.36, score: -231.8413638825661, epsilon: 0.05000023850260693, total steps: 452592
episode:7751, reward: -10.791389715027549, mean reward: -9.29, score: -204.44980409912404, epsilon: 0.050000238327769134, total steps: 452614
episode:7752, reward: -10.019590188659581, mean reward: -4.75, score: -208.896319659866, epsilon: 0.05000023797847795, total steps: 452658
episode:7753, reward: -10.108164497524312, mean reward: -2.59, score: -201.94347037927818, epsilon: 0.050000237360537575, total steps: 452736
episode:7754, reward: -17.181892847398544, mean reward: -0.64, score: -214.35129530693206, epsilon: 0.05000023474040425, total steps: 453069
episode:7755, reward: -19.23086723026123, mean reward: -14.98, score: -209.71984166784088, epsilon: 0.05000023463088429, total steps: 453083
episode:7756, reward: -10.519318724769256, mean reward: -4.89, score: -200.62110116960685, epsilon: 0.050000234310441094, total steps: 453124
episode:7757, reward: -100, mean reward: 32.79, score: 3606.721249021541, epsilon: 0.05000023345287598, total steps: 453234
episode:7758, reward: -18.953054385236406, mean reward: -11.93, score: -202.7773898472961, epsilon: 0.05000023332062349, total steps: 453251
episode:7759, reward: -100, mean reward: -6.25, score: -274.9015000368718, epsilon: 0.05000023297867073, total steps: 453295
episode:7760, reward: -12.011368835468963, mean reward: -8.25, score: -206.19430835187788, epsilon: 0.050000232784602715, total steps: 453320
episode:7761, reward: -12.33044578847865, mean reward: -10.2, score: -204.056457988678, epsilon: 0.050000232629464694, total steps: 453340
episode:7762, reward: -9.007584393138378, mean reward: -5.02, score: -205.65089947849884, epsilon: 0.05000023231175491, total steps: 453381
episode:7763, reward: -13.307010272031595, mean reward: -10.61, score: -212.28768101425638, epsilon: 0.05000023215693202, total steps: 453401
episode:7764, reward: -12.181252998591022, mean reward: -2.72, score: -203.97249170503738, epsilon: 0.05000023157726458, total steps: 453476
episode:7765, reward: -14.375479886332245, mean reward: -9.58, score: -210.6881962330831, epsilon: 0.05000023140750351, total steps: 453498
episode:7766, reward: -16.692417148208953, mean reward: -15.43, score: -200.6217719748546, epsilon: 0.05000023130724864, total steps: 453511
episode:7767, reward: -14.827274317560368, mean reward: -9.63, score: -211.8123596805612, epsilon: 0.05000023113768551, total steps: 453533
episode:7768, reward: -15.930065033111187, mean reward: -10.64, score: -202.2362546830252, epsilon: 0.05000023099134465, total steps: 453552
episode:7769, reward: -12.611884011279907, mean reward: -2.65, score: -206.36966851966991, epsilon: 0.05000023039154723, total steps: 453630
episode:7770, reward: -11.41161659876498, mean reward: -5.33, score: -202.35507525084665, epsilon: 0.05000023009990269, total steps: 453668
episode:7771, reward: -10.092892494522767, mean reward: -2.61, score: -201.20900025306207, epsilon: 0.050000229510070215, total steps: 453745
episode:7772, reward: -11.30234392139336, mean reward: -11.39, score: -204.98390312968587, epsilon: 0.050000229372405475, total steps: 453763
episode:7773, reward: -11.901015316791376, mean reward: -5.05, score: -201.9653622370321, epsilon: 0.050000229066779395, total steps: 453803
episode:7774, reward: -20.705961066799503, mean reward: -15.18, score: -212.55119594192502, epsilon: 0.0500002289599065, total steps: 453817
episode:7775, reward: -12.035031723356163, mean reward: -8.97, score: -206.36413147247742, epsilon: 0.05000022878443785, total steps: 453840
episode:7776, reward: -18.253800496532634, mean reward: -2.89, score: -208.25322523623583, epsilon: 0.05000022823601357, total steps: 453912
episode:7777, reward: -11.343367123473568, mean reward: -2.69, score: -201.79947443410384, epsilon: 0.05000022766613618, total steps: 453987
episode:7778, reward: -100, mean reward: 28.21, score: 2736.5157182306025, epsilon: 0.050000226931204456, total steps: 454084
episode:7779, reward: -16.470945692925728, mean reward: -10.95, score: -208.0866792333276, epsilon: 0.05000022678752686, total steps: 454103
episode:7780, reward: -14.340006427348134, mean reward: -9.98, score: -209.52077001587213, epsilon: 0.05000022662883114, total steps: 454124
episode:7781, reward: -100, mean reward: -3.29, score: -227.21790855657633, epsilon: 0.050000226108183804, total steps: 454193
episode:7782, reward: -11.44879924135194, mean reward: -10.81, score: -205.32620664929448, epsilon: 0.05000022596502729, total steps: 454212
episode:7783, reward: -13.548943835886936, mean reward: -10.82, score: -205.5782832441063, epsilon: 0.05000022582196142, total steps: 454231
episode:7784, reward: -100, mean reward: 25.13, score: 2412.3413002986226, epsilon: 0.050000225100486115, total steps: 454327
episode:7785, reward: -100, mean reward: -0.28, score: -9.96055887367072, epsilon: 0.050000224838022016, total steps: 454362
episode:7786, reward: -11.468662795774794, mean reward: -10.4, score: -208.05401288661628, epsilon: 0.05000022468817995, total steps: 454382
episode:7787, reward: -8.305829897566555, mean reward: -5.34, score: -203.02585783397615, epsilon: 0.0500002244037551, total steps: 454420
episode:7788, reward: -12.637428104576225, mean reward: -2.69, score: -210.01894447966194, epsilon: 0.050000223821063165, total steps: 454498
episode:7789, reward: -100, mean reward: -7.97, score: -294.8271167621574, epsilon: 0.05000022354518734, total steps: 454535
episode:7790, reward: -10.04163908655184, mean reward: -4.77, score: -209.74972235921865, epsilon: 0.05000022321756139, total steps: 454579
episode:7791, reward: -12.34317091313884, mean reward: -2.75, score: -212.01927468803885, epsilon: 0.05000022264537094, total steps: 454656
episode:7792, reward: -9.285276766773379, mean reward: -6.16, score: -203.32204479967567, epsilon: 0.05000022240059568, total steps: 454689
episode:7793, reward: -13.834931342889396, mean reward: -10.87, score: -206.53707277863555, epsilon: 0.050000222259786564, total steps: 454708
episode:7794, reward: -14.874218266899483, mean reward: -10.95, score: -208.0968076215244, epsilon: 0.0500002221190666, total steps: 454727
episode:7795, reward: -12.489493507803036, mean reward: -5.58, score: -206.62295821310204, epsilon: 0.050000221845288614, total steps: 454764
episode:7796, reward: -21.031367392196326, mean reward: -2.85, score: -219.77091050710408, epsilon: 0.05000022127661582, total steps: 454841
episode:7797, reward: -100, mean reward: 55.49, score: 3717.963751312428, epsilon: 0.0500002207829828, total steps: 454908
episode:7798, reward: -100, mean reward: 33.75, score: 1552.6761610511217, epsilon: 0.0500002204447083, total steps: 454954
episode:7799, reward: -22.5321812457456, mean reward: -5.73, score: -206.40714672532727, epsilon: 0.050000220180333316, total steps: 454990
episode:7800, reward: -100, mean reward: -3.07, score: -227.0080565406628, epsilon: 0.05000021963789111, total steps: 455064
episode:7801, reward: -100, mean reward: 24.61, score: 2337.9764768372797, epsilon: 0.0500002189434712, total steps: 455159
episode:7802, reward: -21.079565033176994, mean reward: -14.31, score: -200.369326066824, epsilon: 0.05000021884132142, total steps: 455173
episode:7803, reward: -10.538821303971835, mean reward: -2.55, score: -209.18807748044827, epsilon: 0.05000021824397189, total steps: 455255
episode:7804, reward: -17.4500707859536, mean reward: -16.45, score: -213.80409073811893, epsilon: 0.05000021814941999, total steps: 455268
episode:7805, reward: -100, mean reward: -1.7, score: -32.3340253954382, epsilon: 0.05000021801130243, total steps: 455287
episode:7806, reward: -100.00056257734398, mean reward: -26.52, score: -132.60362164757822, epsilon: 0.05000021797497024, total steps: 455292
episode:7807, reward: -100.00059606025197, mean reward: -24.66, score: -123.29225820844758, epsilon: 0.050000217938644106, total steps: 455297
episode:7808, reward: -100.00030077878816, mean reward: -26.85, score: -134.24585657982266, epsilon: 0.05000021790232403, total steps: 455302
episode:7809, reward: -100.00055588345899, mean reward: -29.72, score: -118.882808912688, epsilon: 0.05000021787327232, total steps: 455306
episode:7810, reward: -100, mean reward: 22.63, score: 2217.6936668806106, epsilon: 0.050000217162714175, total steps: 455404
episode:7811, reward: -12.69667898317077, mean reward: -5.07, score: -202.64137786469746, epsilon: 0.05000021687335684, total steps: 455444
episode:7812, reward: -13.449350733455471, mean reward: -5.1, score: -203.9500908118907, epsilon: 0.050000216584385054, total steps: 455484
episode:7813, reward: -12.770140844092037, mean reward: -2.5, score: -200.33833627531146, epsilon: 0.050000216007596084, total steps: 455564
episode:7814, reward: -15.143029497469202, mean reward: -3.01, score: -204.34197404266772, epsilon: 0.05000021551853335, total steps: 455632
episode:7815, reward: -11.134167871599997, mean reward: -5.83, score: -203.94346207729166, epsilon: 0.050000215267241674, total steps: 455667
episode:7816, reward: -16.797286288930948, mean reward: -1.37, score: -215.3448196996402, epsilon: 0.05000021414361915, total steps: 455824
episode:7817, reward: -10.67154057145148, mean reward: -11.13, score: -200.36390038883067, epsilon: 0.05000021401517152, total steps: 455842
episode:7818, reward: -100, mean reward: -2.31, score: -32.37754515291773, epsilon: 0.05000021391532107, total steps: 455856
episode:7819, reward: -11.11161663625897, mean reward: -2.81, score: -210.51324408183515, epsilon: 0.0500002133812007, total steps: 455931
episode:7820, reward: -10.619261681818998, mean reward: -5.65, score: -209.00363300816832, epsilon: 0.05000021311819278, total steps: 455968
episode:7821, reward: -34.54431393838656, mean reward: -8.86, score: -230.33740690454914, epsilon: 0.050000212933570355, total steps: 455994
episode:7822, reward: -100, mean reward: -0.64, score: -33.10382222900385, epsilon: 0.05000021256480519, total steps: 456046
episode:7823, reward: -15.353696644895852, mean reward: -10.62, score: -201.78942506138472, epsilon: 0.050000212430223435, total steps: 456065
episode:7824, reward: -12.169130298362278, mean reward: -10.82, score: -205.54347630602973, epsilon: 0.05000021229572689, total steps: 456084
episode:7825, reward: -19.336760356558326, mean reward: -16.66, score: -216.55869298616602, epsilon: 0.050000212203752004, total steps: 456097
episode:7826, reward: -15.4629948820214, mean reward: -10.19, score: -214.0714311709073, epsilon: 0.05000021205526135, total steps: 456118
episode:7827, reward: -100, mean reward: 32.29, score: 2874.241593997856, epsilon: 0.05000021142709632, total steps: 456207
episode:7828, reward: -11.026466301831096, mean reward: -2.52, score: -201.82530745714143, epsilon: 0.0500002108640418, total steps: 456287
episode:7829, reward: -13.077402877162818, mean reward: -10.57, score: -200.8456635744275, epsilon: 0.050000210730536856, total steps: 456306
episode:7830, reward: -100, mean reward: -8.28, score: -298.01062975580135, epsilon: 0.05000021047781188, total steps: 456342
episode:7831, reward: -16.616316848505715, mean reward: -10.29, score: -216.0862395808888, epsilon: 0.05000021033052896, total steps: 456363
episode:7832, reward: -18.645708037143905, mean reward: -15.24, score: -213.37611890655398, epsilon: 0.05000021023239761, total steps: 456377
episode:7833, reward: -5.92616247065401, mean reward: -5.14, score: -205.45049438774564, epsilon: 0.05000020995227454, total steps: 456417
episode:7834, reward: -16.549106555306974, mean reward: -13.38, score: -200.76260612620644, epsilon: 0.050000209847324645, total steps: 456432
episode:7835, reward: -100, mean reward: -0.12, score: -4.581628433390534, epsilon: 0.05000020958168631, total steps: 456470
episode:7836, reward: -12.333319054868692, mean reward: -6.06, score: -212.03999704449467, epsilon: 0.050000209337316914, total steps: 456505
episode:7837, reward: -21.09550217415044, mean reward: -15.74, score: -204.5945039874017, epsilon: 0.050000209246623725, total steps: 456518
episode:7838, reward: -100, mean reward: 26.92, score: 1695.835138032983, epsilon: 0.05000020880766688, total steps: 456581
episode:7839, reward: -12.763616212175666, mean reward: -5.73, score: -211.90958269933287, epsilon: 0.050000208550296174, total steps: 456618
episode:7840, reward: -100, mean reward: -3.78, score: -275.86914779160054, epsilon: 0.05000020804344071, total steps: 456691
episode:7841, reward: -13.535946920237038, mean reward: -2.66, score: -205.1443567782926, epsilon: 0.050000207510147235, total steps: 456768
episode:7842, reward: -14.184594516693592, mean reward: -12.32, score: -209.37109916125405, epsilon: 0.05000020739259146, total steps: 456785
episode:7843, reward: -11.836172192621014, mean reward: -5.7, score: -205.153365078657, epsilon: 0.05000020714386961, total steps: 456821
episode:7844, reward: -10.740743072245785, mean reward: -5.46, score: -202.1133469190039, epsilon: 0.05000020688854965, total steps: 456858
episode:7845, reward: -21.14539954930212, mean reward: -14.01, score: -210.18387760929747, epsilon: 0.050000206785131236, total steps: 456873
